file,org,doc_type,effective_date,applies_to,banned_uses,permitted_uses,phi_rule,disclosure_rule,assessment_rule,secure_tools_named,enforcement,aamc_alignment
raw/us-med-schools/vcu--understanding-genai-policy-ico-blog.md,Virginia Commonwealth University (ICO blog),guidance,2026-03-13 (policy adopted 2025-11-12),students;faculty;staff,"Using AI tools in ways that are dishonest, or misrepresent student effort, is considered academic misconduct.","VCU's Acceptable Use of Generative AI Technology policy (adopted November 12, 2025) sets baseline boundaries: protects confidential and sensitive information, supports academic and research integrity, ensures compliance with regulations, fosters digital literacy; faculty are encouraged to provide clear guidance in syllabi.","Users do not enter confidential or sensitive data-such as personal student records, research data, financial or health information-into GenAI tools unless the tool has been approved for that level of data; content entered into public models can interfere with regulations like FERPA, HIPAA and institutional data classification standards.","Students must remain accountable for the content they submit, and any AI-assisted work should be verified for accuracy and properly attributed.",,Google Gemini;Microsoft Copilot;Adobe Firefly (tools in use at VCU),,no
raw/us-med-schools/wake-forest--ai-guidelines-for-academic-use.md,Wake Forest University,guidance,AI Working Group report delivered March 2025,faculty;students,"Example definition of academic misconduct: The unauthorized use of generative AI platforms by a student, whether in the classroom, laboratory, studio, intern- and externships, independent research settings, or other spaces identified as serving educational goals.",Instructors and students share responsibility for communicating about GAI use; permitted uses of GAI may differ by course and assignment and may change over time; any instructor whose course explicitly includes GAI tools must ensure all students have access.,,"To substantiate academic misconduct, instructional materials need to include directions regarding the authorized use of GAI, including method(s) for disclosing or citing such use; when and how GAI tools can be used, along with when and how such use should be acknowledged.",Evidentiary standards for academic misconduct should not allow for AI detectors alone to constitute a sufficient standard of proof; GAI may impact learning contexts and assessments in ways that require new structures for producing authentic student work.,,The absence of GAI guidance in a course undermines the ability to recognize and adjudicate instances of academic misconduct; the College and each school should ensure existing judicial frameworks and academic honor codes adequately address academic misconduct with GAI.,no
raw/us-med-schools/wake-forest-som--md-student-handbook.pdf.md,Wake Forest University School of Medicine,handbook section,2024-2025 (CO 2024-2025),students (MD),,,Maintain the confidentiality and security of patient information (professionalism standard; students also prohibited from recording sessions where content is inappropriate for recording due to patient privacy or relation to actual assessment questions).,,,,,no (introduces students to AAMC's Careers in Medicine resource — not AI principles)
raw/us-med-schools/wake-forest-som--policy-compliance-companion.pdf.md,Wake Forest University School of Medicine,handbook section,2026-2027,students,"Prohibited-use example: [Use that] discloses student records; protected health information (PHI); information about faculty, peers or School of Medicine staff; or clinical documentation, site details, or simulation content.",Examples of Acceptable Use: (1) Grammar and spelling suggestions; students must ensure all submitted academic and clinical work reflects personal understanding and learning.,"Compliant [use]: Adheres to privacy and regulatory standards, including the Family Educational Rights and Privacy Act (FERPA) and the Health Insurance Portability and Accountability Act (HIPAA).",,,,"HIPAA Privacy and Security Sanctions Policy (Enterprise) provides guidance on applying consistent sanctions for a HIPAA violation, used in conjunction with Human Resources Corrective Action policy.",no (MSPE released in alignment with AAMC/ERAS timeline — not AI principles)
raw/us-med-schools/wayne-state-som--md-handbook-ai-guidelines-usage-policy-announcement.md,Wayne State University School of Medicine,guidance,,students (MD),Clarifies when AI may be used as a learning tool and when its use is not permitted (MD Handbook AI Guidelines and Usage Policy update).,,,,,,Policy update emphasizes ethical considerations and academic integrity.,no
raw/us-med-schools/wvsom--ai-for-students.md,West Virginia School of Osteopathic Medicine,guidance,,students;faculty;staff,,"Numerous ways to use generative AI tools without submitting university data or intellectual property: syllabus and lesson planning, correspondence when no student or employee information is provided (fake information permitted for drafts using general queries).",,"AI Use Disclosure (Recommended): a short statement in your paper, e.g., ""I used Microsoft Copilot to assist in drafting and refining this paper"", including the prompt used and a note that content was reviewed and edited; verify any factual information generated by an AI tool and reference the tool as you would any other source.",,"Microsoft 365 Copilot (WVSOM's preferred GenAI tool, covered by commercial data protection; WVSOM username/login required);ChatGPT",Students should use generative AI in ways that align with university academic integrity policies and communicate with their instructors before using generative AI in their coursework.,no
raw/us-med-schools/wvsom--ai-potential-misuse-data-sharing.md,West Virginia School of Osteopathic Medicine,guidance,,students;faculty;staff,"No institutional data submitted to generative AI services without approval; when you provide information to non-approved tools (queries, student essays, grant proposals, source code, datasets), it is the same as posting information on a public website.","WVSOM encourages the use of generative AI services, as long as no institutional data is submitted to them without approval; Currently, Microsoft 365 Copilot is the only generative AI permitted.",,,,,"Any other system used for official institutional data or information will need to go through review to ensure the necessary contracts and safeguards are in place to protect the data submitted and to ensure the algorithms in use are ethical, transparent and beneficial.",no
raw/us-med-schools/wvsom--ai-procedures-and-guidance.md,West Virginia School of Osteopathic Medicine,guidance,,students;faculty;staff,"Prohibited uses include transcribing meetings where the content is highly confidential or sensitive, and the risk of data breaches or inaccuracies is significant; relying on AI generated information in a legal context can lead to serious consequences and may put WVSOM at risk of liability.","Acceptable uses of AI in any material distributed as part of an approved course include improving efficiency of note taking or study plan formation, helping generate ideas related to the course, providing challenges and platforms for problem solving.",At no time should patient or clinical data be used or stored in AI systems (see the WVSOM HIPAA Policy for more information).,"Employ trust and transparency to ensure clarity and openness when employing AI, particularly in areas affecting decision-making or policy development.","Unacceptable use constitutes any use of AI that would bypass learning, provide answers without student engagement or logical reasoning, complete graded assignments without student input, or assist with any summative assessment without course director approval; the course director will designate when it is acceptable to use AI in completion of an assignment or assessment.",Microsoft 365 Copilot (WVSOM-maintained and secure resource);ChatGPT;Grammarly;Nuance (examples),"The use of generative AI is subject to all WVSOM policies and procedures, including those associated with academic integrity and professionalism; guidance aligns with Institutional Policy GA-31; students do not currently have a specific academic integrity policy around GenAI.",no
raw/us-med-schools/wvsom--guidance-on-use-and-access-of-ai.md,West Virginia School of Osteopathic Medicine (IT),guidance,,faculty;staff;students,"Prohibited uses include transcribing meetings where the content is highly confidential or sensitive (e.g., closed-door strategic meetings or sensitive personal information).","Acceptable use of AI in student curriculum: improving efficiency of note taking or study plan formation, helping generate ideas related to the course, providing challenges and platforms for problem solving.","Do not use AI when working with sensitive, private, restricted, or confidential information, including personally identifiable and protected health information.","Employ trust and transparency to ensure clarity and openness when employing AI, particularly in areas affecting decision-making or policy development.",All assignments or assessments without a course-director designation should not have AI used for their completion without prior approval by the course director.,CoPilot;ChatGPT;Grammarly;Nuance (examples);Microsoft 365 Copilot (WVSOM-maintained secure resource),"The use of generative AI is subject to all WVSOM policies and procedures, including those associated with academic integrity and professionalism; guidance supports Institutional Policy GA-31, which identifies the acceptable and unacceptable uses of data and technology; reach out to IT for purchase or use of new AI technology not previously approved.",no
raw/health-systems/advocate-health--nitrd-ai-rfi-response.pdf.md,Advocate Health,guidance,2025 (RFI response),"institution (incl. GME: 2,000+ residents and fellows across 200+ programs)",AI and other similar tools must not serve as a replacement for the judgment of experienced and qualified clinicians.,"DAX Copilot allows clinicians to create draft clinical summaries automatically and securely from in-person or telehealth conversations for review and finalizing in the EHR; Epic Inbasket LLM drafts the first draft of a patient message; Enterprise Artificial Intelligence Governance Subcommittee maintains robust AI governance guided by four core principles ensuring AI is equitable and ethical, secure, transparent, and impactful.",,"Transparency with patients is of paramount concern as building and maintaining their trust and understanding of new technology is vital; strongly support regulations that ensure transparency from vendors, such as implementing a standardized AI label.",We continue to believe that care decisions must include individualized assessment of each patient's unique context.,Nuance Dragon Ambient eXperience (DAX) Copilot;Epic Inbasket (LLM patient-message drafts),"Enterprise Artificial Intelligence Governance Subcommittee (patient safety, health equity, ethics, clinical operations, IT, data science, research, digital innovation) maintains robust AI governance.",no
raw/health-systems/advocate-health--smart-health-care-ai.md,Advocate Health,guidance,,patients (patient-facing info),,"During your visit, your provider may use an AI tool that listens to your conversation and captures relevant medical details (hands-free medical documentation), allowing the provider to spend more time one-on-one with you.","Your information is protected through strong security measures and compliance with federal and state privacy laws, including HIPAA; your conversation is handled safely and kept secure, just like the rest of your health information; your information is stored in approved, monitored spaces.",,,,,no
raw/health-systems/atrium-wake-forest--smart-health-care-ai.md,Atrium Health Wake Forest Baptist,guidance,,patients (patient-facing info),,,,,,,,no
raw/health-systems/bmc--responsible-ai-statement.md,"BMC Software (collected under health-systems; not a health system - likely collector misattribution, not Boston Medical Center)",guidance,,corporation,,BMC has adopted a Generative AI Use Policy to ensure ethical and responsible application of generative technologies; mandatory developer and security personnel training; responsible AI practices training.,,"BMC is committed to making AI algorithms and data usage transparent, enabling stakeholders to understand how decisions are made; the AI services in BMC solutions also disclose the limitations of the AI technologies used.",AI Risk Review Teams in each business area assess and manage risks associated with the use of AI technologies and their deployment in BMC solutions.,,,no
raw/health-systems/cleveland-clinic--ambience-ai-platform-rollout.md,Cleveland Clinic,guidance,2025-02-19,clinicians,This AI technology does not diagnose or treat any disease or other medical condition.,AI documentation software records patient appointments and generates comprehensive medical notes; the notes are then reviewed and approved by the provider and uploaded to the patient's medical record.,,,,"Ambience Healthcare AI platform (ambient listening, rollout to outpatient practices)",,no
raw/health-systems/cleveland-clinic--state-of-the-clinic-2025.pdf.md,Cleveland Clinic,guidance,2025 (annual report),clinicians;patients,,"Ambience Healthcare's AI ambient listening software was deployed to all Cleveland Clinic outpatient practices in 2025, reducing administrative burden for providers and improving communication with patients; phone-based app records clinical visits, documents the exam in the EHR, generates after-visit summaries, and helps with medical coding.",,,,Ambience Healthcare AI ambient listening software (enterprise outpatient deployment),,no
raw/health-systems/hartford-healthcare--center-for-ai-innovation-launch.md,Hartford HealthCare,guidance,2024-02-15,clinicians;staff,,"Center for AI Innovation in Healthcare with five foundational elements, including collaboration and partnerships (MIT, University of Oxford, Google Cloud) and education equipping clinical and operational colleagues to leverage AI in a safe, trustworthy manner.",,,,,,no
raw/health-systems/hartford-healthcare--innovation-center-for-ai.md,Hartford HealthCare (Innovation),guidance,,clinicians;staff,,The innovation space is focused on unlocking the transformative power of artificial intelligence (AI) for our patients in a safe and trustworthy way.,,,,,,no
raw/health-systems/howard-u-ai-in-healthcare-center--about.md,Howard University AI in Healthcare Center,guidance,,researchers;clinicians,,"Center made up of AI experts, clinicians, healthcare experts, researchers, and administrators conducting healthcare-related research and operations projects (focusing on people from minority populations) at the intersection of AI, healthcare, and public health.",,,,,,no
raw/health-systems/howard-university--about-howard-ai.md,Howard University,guidance,,institution,,"Howard AI initiative spans the Center for Applied Data Science & Analytics (CADSA), Human-Centered AI Institute, Center of Excellence in AI and Machine Learning (CoE-AIML), and Center for Digital Business, educating the next generation of AI leaders and deploying responsible technologies.",,,,,,no
raw/health-systems/jefferson-health--bold-ai-strategy.md,Jefferson Health,guidance,2025-09-18,clinicians;staff,,"Enterprise-wide AI strategy under a unified AI Steering Committee (post Lehigh Valley Health Network combination, August 2024) designed to reclaim more than 10 million hours of clinician time by 2028; ambient listening technology already launched for physicians and advanced practice clinicians.",,"Building Trust Through Transparency - auditing all AI models for bias, co-designing solutions with key stakeholders, and ensuring human oversight in AI deployment.",,,,no
raw/health-systems/medstar-georgetown--ai-colab.md,MedStar Health / Georgetown University (AI CoLab),guidance,,researchers;trainees,,"Collaborative center for AI in healthcare: industry collaboration to assess and implement AI, technology transfer, training and education of diverse trainees in AI and ML, AI & Beyond podcast.",,,,,,no
raw/health-systems/medstar-health--ai-center-of-excellence.md,MedStar Health,guidance,,clinicians;staff,,"AI Center of Excellence advances strategy, governance, and education to ensure AI is reviewed and adopted responsibly; ambient documentation solutions, predictive early-intervention models, and secure internal platforms for generative AI.",,Transparent: We know how the AI models work and the training data is clear.,"Based on risk and impact, the AIRB determines the appropriate level of assessment so that AI technologies are introduced responsibly and consistently across the system, ranging from streamlined review, to deeper analysis, to ongoing monitoring.",,Every AI solution introduced at MedStar Health is evaluated by the multidisciplinary AI Review Board using the TRUSTED framework.,no
raw/health-systems/meharry-oracle-health--nashville-partnership.md,Meharry Medical College / Oracle Health,curricular,2024-11-29 (news),students;residents;clinicians,,"Partnership to tackle health inequities in Nashville: community care and wellness center where medical students, residents, and professionals access Oracle's cloud-based clinical applications; AI-powered tools and hands-on training for future healthcare workers.",,,,,,no
raw/health-systems/nebraska-medicine--artificial-intelligence-help.md,Nebraska Medicine,guidance,,clinicians;patients,,,,,,,,no
raw/health-systems/nebraska-medicine--how-we-use-artificial-intelligence.md,Nebraska Medicine,guidance,,patients (patient-facing info),,"DAX Copilot, a voice-activated tool that helps document care: audio recordings are stored securely and deleted within a defined period; your provider controls what is included in your medical record; nothing becomes part of your record without provider review and approval; predictive tools help identify ED patients needing urgent attention.",Nebraska Medicine believes protecting your privacy and confidential health information is fundamental.,"You have a choice about the use of DAX Copilot tools during your care; if you don't want it to be used, let your doctor know at the beginning of your appointment.",,DAX Copilot,,no
raw/health-systems/penn-state-health--ai-clinical-workflow-liability.md,Penn State Health,guidance,2026-03 (news),clinicians;researchers,,Research (with Brown University and Seton Hall University School of Law) finds physician liability perception is influenced by the way AI is integrated into a clinician's workflow; research summit on Human Factors and Artificial Intelligence in Healthcare.,,,,,,no
raw/health-systems/slucare-ssm-health--ai-work-ease-clinician-burden.md,SLUCare / SSM Health,guidance,2024-09 (news),clinicians,,"Pioneer work with Microsoft's Nuance technology allowing a physician to focus on their patient rather than a computer screen; collaboration predicting provider burnout as much as a year in advance, allowing employers to intervene and retain physicians.",,,,Microsoft Nuance (ambient documentation technology),,no
raw/health-systems/temple-health--ai-clinical-notetaking-software.md,Temple Health,guidance,,clinicians,,"Dragon Ambient eXperience (DAX) Copilot uses ambient voice technology to cut note-taking time: after a patient consents to the use of the tool at the start of their appointment, the physician presses a button on the Epic Haiku app; a note is generated in Epic which physicians review and amend.",,"After a patient consents to the use of the tool at the start of their appointment, their physician presses a button on the Epic Haiku app.",,Dragon Ambient eXperience (DAX) Copilot / Dragon Copilot;Epic Haiku,,no
raw/health-systems/uc-davis-health--ai-at-uc-davis-health.md,UC Davis Health,guidance,,clinicians;patients;students;staff,,Abridge assists clinicians with administrative tasks such as creating visit summaries; predictive analytics identifies patients at high risk for conditions like sepsis; Viz.ai imaging; AI viewed as another doctor-supervised technology.,"We adhere to the strictest privacy regulations, including HIPAA, to protect your health information; for research AI development, we use advanced anonymization techniques to ensure patient data is de-identified so an individual cannot be re-identified through its use.","When it comes to AI in health care, issues like fairness, privacy, accountability, and transparency matter; the Data Sharing Committee ensures data are not shared with third parties unless appropriate approvals and safeguards are in place.","BE-FAIR framework (Bias-reduction and Equity Framework for Assessing, Implementing, and Redesigning healthcare predictive models); Health Analytics Core Team analyzes potential AI applications and their use prior to adoption.",Abridge;Viz.ai,Data security team reviews and pressure tests AI applications to ensure AI adoptions prioritize patient privacy and keep patient data safe; every AI recommendation is reviewed and validated by expert clinicians.,no
raw/health-systems/uc-davis-health--clinical-note-taking-technology.md,UC Davis Health,guidance,,patients (patient-facing info),,"Abridge records your conversation with your clinician during the visit; after the visit, the clinician reviews the summary for accuracy and adds it to your medical record; the recording is started, stopped, and paused by your clinician.",Abridge is HIPAA-compliant; only your care team or authorized personnel have access to your information.,"Do I have a choice about whether my clinician uses Abridge? If you do not want your clinician to use Abridge, just let them know.",,Abridge,,no
raw/health-systems/uc-davis-health--guidelines-for-using-generative-ai.md,UC Davis Health (Compliance),formal policy,,clinicians;staff;students,"Even with approved tools, you should be careful about the information you provide and the output you receive, as generative AI may not be accurate and may reflect biases.",,You should not be used generative AI tools with any patient information or other sensitive data unless the tool is specifically approved by the UC Davis Health.,,,,,no
raw/health-systems/uci-health--approved-ai-tools.md,UCI Health (CISO & Compliance/Privacy Office),formal policy,,clinicians;staff,"Copying information from Epic or other clinical systems into AI tools is not permitted;Do not use, enter or share PHI or other clinical queries to any Large Language Models (LLMs) or AI programs, including DoxGPT, ChatGPT or OpenEvidence;Doximity tools not approved for any clinical uses and should not be used with any UCI Health data","Permitted AI use for PHI when signed in with your hs.uci.edu account and using the correct licensed features: Abridge, within approved clinical documentation workflows, and Epic-embedded AI features where enabled, including DynaMedex and Dyna AI for clinical decision support.","At this time, only the AI tools listed are approved for use with Protected Health Information (PHI) or any other restricted UCI Health data; PHI and restricted data must not be entered into any external or consumer AI tools; Claims that an AI tool is ""HIPAA compliant"" do not mean it is approved for use at UCI Health.","To reinforce awareness and accountability, UCI Health will soon introduce a warning and acknowledgment page when accessing certain external AI tools from UCI-managed systems.",,"Abridge (approved clinical documentation workflows);Epic-embedded AI features (DynaMedex, Dyna AI);Epic VoIP;Epic Secure Chat",Entering patient data or restricted information into unapproved or personal AI tools may result in an unauthorized disclosure and must be avoided; use of AI tools with PHI may be treated as a privacy incident and subject to review; uses of such tools is an Information Security & Privacy violation.,no
raw/health-systems/uci-health--safe-and-approved-use-of-ai-tools.md,UCI Health (IT Security),formal policy,,clinicians;staff,"Copying information from Epic or other clinical systems into AI tools is not permitted;Do not use, enter, or share PHI or other clinical queries to any Large Language Models (LLMs) or AI programs, including DoxGPT, ChatGPT or OpenEvidence;UCI Health does not currently have any approved Doximity tools","Permitted AI use for PHI when signed in with your hs.uci.edu account and using the correct licensed features: Abridge, within approved clinical documentation workflows, and Epic-embedded AI features where enabled, including DynaMedex and DynaAI for clinical decision support.","At this time, only the AI tools listed below are approved for use with Protected Health Information (PHI) or any other restricted UCI Health data; PHI and restricted data must not be entered into any external or consumer AI tools; Claims that an AI tool is ""HIPAA compliant"" do not mean it is approved for use at UCI Health.","To reinforce awareness and accountability, UCI Health will soon introduce a warning and acknowledgment page when accessing certain external AI tools from UCI-managed systems.",,"Abridge;Epic-embedded AI features (DynaMedex, DynaAI);Epic VoIP;Epic Secure Chat;Epic native video/audio visits","Entering patient data or restricted information into unapproved or personal AI tools, even for drafting, summarization, or rephrasing, may result in an unauthorized disclosure and must be avoided; use of AI tools with PHI may be treated as a privacy incident and subject to review; uses of such tools is an Information Security & Privacy violation.",no
raw/health-systems/ucsd-health--ai-at-uc-san-diego-health.md,UC San Diego Health,guidance,,patients;clinicians,,One of the first health systems nationwide to use generative AI to draft responses to patient messages in the Epic EHR; care team may use AI to check that important information isn't missed.,"At UC San Diego Health, all our AI tools are used under strict security and privacy standards and tested to ensure that they are safe and effective; strong commitment to patient privacy, safety, equity and ethical standards; predictive AI models are trained on examples of real patient data.",We are transparent about our use of AI and provide clear information about how it's applied wherever appropriate; we require clear information from vendors and developers about how tools work.,"Whenever new AI tools are implemented, they are paired with an evaluation plan to assess their impact; we monitor AI tools to ensure they continue to work effectively over time.",Epic EHR generative AI patient messaging;ChatGPT (referenced),"A multidisciplinary group of experts in clinical care, nursing, ethics, health equity, clinical operations, quality and patient safety, information security and AI methods evaluates both current and proposed AI tools.",no
raw/health-systems/umass-memorial--how-we-use-ai-in-patient-care.md,UMass Memorial Health,guidance,,patients (patient-facing info),,Create medical notes from conversations during patient appointments; help identify emergency department patients who may need urgent attention after initial evaluation.,"When patient information is used with approved AI tools, it's protected by the same privacy, security, and confidentiality safeguards that apply to all patient information at UMass Memorial Health; AI tools are used only for specific purposes and don't have unrestricted access to patient information.",,,,"Every digital tool we use, including AI tools, is thoroughly evaluated before it's approved for use; only approved tools are used and with human oversight.",no
raw/health-systems/uw-medicine--ai-policy-glossary-308g1.pdf.md,UW Medicine,formal policy,V5.0 revised 2026-08-25 (Guidance 308.G1),faculty;staff;learners,,"AI Policy Glossary defines terms supporting the UW Medicine AI policy suite (Algorithm & Model, Hallucinations, Foundation Model, Ground Truth, Inclusivity, Transparency, Transformer, Validation Data Set, etc.).",Limited Data Set: a subset of Protected Health Information (PHI) that includes a narrow set of identifiable patient information elements as defined in HIPAA; FERPA applies to higher-education and postgraduate training programs (records include exams and graded assessments).,,,,,no
raw/us-med-schools/jabsom--guidelines-on-generative-ai-for-learners.md,University of Hawaii John A. Burns School of Medicine,formal policy,May 2025,learners (medical and Imi Ho'ola students; residents and fellows of UH programs);faculty;staff,"Generative AI tools must not be used to process, store, or transmit any sensitive information covered by HIPAA, FERPA, or other applicable data protection laws;all members of JABSOM must ensure that sensitive or potentially identifiable data is never input into open or unsecured AI platforms;any use of AI that promotes harm, violence, discrimination, or graphic or explicit content is prohibited;Not Permitted: generative AI to produce differential diagnoses, treatment plans, or other clinical reasoning outputs;AI tools should not be used to generate substantive content for assignments;Strictly Prohibited: the use of generative AI tools is not allowed for take-home exams, quizzes, or any assessments intended to measure individual knowledge and understanding;generative AI in simulations, virtual patient interactions, or clinical education scenarios is not allowed unless explicitly permitted by the instructor","Students are permitted to use generative AI tools for academic assignments only as described in Appendix A, or otherwise if explicitly allowed by the instructor;grammar and syntax corrections, organizing existing information into outlines;faculty may use generative AI to collate and summarize qualitative comments on assessments and evaluations;faculty may use generative AI to create teaching materials including lecture notes and exam questions (permitted with disclosure)","Generative AI tools must not be used to process, store, or transmit any sensitive information covered by HIPAA, FERPA, or other applicable data protection laws; if there is a legitimate educational or research need to use AI tools with data derived from sensitive information, the data must first be deidentified to remove any personally identifiable information.","When AI tools are used to generate content for an assignment, students must include a clear disclosure statement indicating how and to what extent AI was utilized, placed at the beginning or end of the assignment as directed by the instructor; faculty must disclose AI use for generating lecture content, exam questions, or other educational resources; faculty model academic integrity by clearly stating their own use of AI tools.","Faculty use of AI tools in assessing a learner's work is only permissible when such tools and their use uphold all relevant data privacy and security standards, professionalism, and due diligence; disclosure of AI use for summative comments carries over to subsequent documentation such as the MSPE.","ChatGPT (named in examples/disclosure statement); UH-licensed and approved LLMs (institution-specific, will not save or train on inputted student data)","Any attempt to use AI tools to deceive or mislead will be treated as academic and professional misconduct; consequences may range from a failing grade on the assignment to more severe disciplinary action; consequences of misuse may include retraining, loss of access to AI tools, or more severe disciplinary actions; UH Executive Policy EP7.205 (Student Disciplinary Sanctions) and EP7.208 (Student Conduct Code).",no
raw/us-med-schools/lsuhsc-no--policy-on-use-of-generative-ai-by-medical-students.md,Louisiana State University Health Sciences Center New Orleans,formal policy,,students (medical);faculty,"Students are prohibited from storing or transmitting protected health information (PHI) within AI tools, external cloud services, browser plug-ins, third-party integrations, or consumer applications unless formally vetted and approved by LSUHSC-NO's Information Security Office;students must never use generative AI as a substitute for their own knowledge acquisition, analysis or self-reflection;unless otherwise stated by the faculty member, upload of any course materials is not permitted;unauthorized use of AI tools to generate assignments or assessments constitutes academic misconduct","Tools should be used with LSUHSC-NO credentials to ensure that privacy agreements apply;faculty and instructors have the authority and are encouraged to set and discuss specific guidelines regarding AI tool usage in their courses, assignments, or patient care work, including limitations on or encouraging use and uploading of course notes, slide decks, or other educational materials;students and faculty encouraged to participate in institution-sanctioned training","Always maintain academic integrity and never place any Protected Health Information (PHI) in non-approved AI tools to ensure that patient confidentiality and HIPAA regulations, and any applicable state or federal privacy regulations, are maintained.",,,"Microsoft (OneDrive, Teams, and Copilot Chat);Zoom;Adobe Firefly (formal LSUHSC-NO licensing);ChatGPT (in citation example)","Unauthorized use of AI tools to generate assignments or assessments constitutes academic misconduct and will be addressed in accordance with LSUHSC-NO Honor Code and relevant disciplinary procedures; students and faculty are responsible for the content they produce, regardless of AI assistance.",no
raw/us-med-schools/rush--library-guide-ai-resources-for-students-uac0039-excerpts.md,Rush University (Library; UAC0039 excerpts),guidance,,students,"If you are trying to find a reference provided by ChatGPT, be aware that it may not exist.",,,,"Students must be informed of AI course policies and under what circumstances they might responsibly use generative AI; for students in clinical situations or at off-site clinical locations, refer to the location's policy on AI use for clinical work.",,Any student's failure to comply with the statement on the use of generative AI tools in a course syllabus is considered a violation of academic integrity and subject to the same penalties stated in Rush University's Student Code of Conduct Policy (UAC0030) and the Academic Honesty Policy (UAC0031); disciplinary action imposed by the program/college.,no
raw/us-med-schools/uams--ai-generative-tool-use-policy-2.1.6.md,University of Arkansas for Medical Sciences,formal policy,Academic Affairs Policy 2.1.6,"employees;faculty;academic visitors;trainees (students, residents, postdoctoral fellows)","Inputting identifiable participant data into public or non-secure AI tools is prohibited;instructors may not input any student-identifiable information or student work into GAI, plagiarism checking tools, or AI-detection software without explicit written permission from the student unless approved for use by UAMS;instructors are prohibited from asking students for permission to input their work into GAI without express permission from the AI Governance Committee;use of AI-based tools must not violate any copyright or intellectual property laws","Use of GAI by students to satisfy course requirements must be authorized by the course faculty, trainer, or education supervisor;faculty describe whether GAI is prohibited, restricted (allowed for specific projects with appropriate citation), or unrestricted in a given course/activity;approved AI detection tools and GAI tools list available from the UAMS AI Governance Committee","When writing and entering queries into any GAI model outside of an electronic health record, PHI may only be inputted and processed by an AI or GAI tool if fully approved by UAMS AI Governance Committee and only when a fully executed BAA exists, compliant with UAMS Policy 2.1.23 Safeguarding Protected Health Information.","Faculty, employees, trainees, and academic visitors must fully disclose how and where they used GAI technology in their work (e.g., a statement in the methods or acknowledgements section); no disclosure required for Committee-approved tools, dictation, translation, spelling/grammar/punctuation, formatting, citation reformatting; investigators must clearly disclose in consent forms any use of generative AI tools when outputs could potentially re-identify research participants; clinicians must disclose whether patient consent was obtained before use of AI/GAI technology (if applicable).","Any use of GAI by instructors to assist or review grading or evaluating student class assignments or work requires prior approval by the AI Governance Committee; any use of GAI to analyze student grades or other records also requires prior approval by the appropriate Dean and the UAMS Chancellor's AI Governance Committee; AI tools must be assessed by investigators for potential bias, especially in datasets involving human subjects.",UAMS AI Governance Committee-approved AI detection and GAI tools list,"Presentation of AI-generated work as one's own without appropriate attribution/citation is plagiarism, violating the UAMS Basic Code of Conduct, Responsible Conduct of Research policy, Student Code of Conduct, and Core Values; violations of this policy might be considered a violation of the College's Academic Misconduct/Integrity Policy and could include disciplinary action up to and including dismissal; AI-related disclosures or violations must be reported within 24 hours to the UAMS Chancellor's AI Governance Committee and the HIPAA Office / Office of Research Misconduct / TLS Committee / FERPA officer as appropriate; annual AI and GAI training required for all faculty, staff, and students.",no
raw/us-med-schools/uky--advance-clinical-care-guidelines-genai.md,University of Kentucky (UK ADVANCE; UK HealthCare),guidance,,clinicians,"UK ADVANCE recommends against using generative AI that is not housed within Epic, UK HealthCare's electronic health record management system, as well as other secure UKHC systems such as 3M and Hyland OnBase (esp. providing PHI including de-identified information, or making clinical decisions without appropriate expert and human oversight)","Any rollout or integration of a generative AI tool within Epic and other secure UKHC systems will be reviewed and approved by the appropriate IT governance authorities in UKHC regarding risk and regulatory compliance; requests to integrate a third-party generative AI vendor go to the UKHC Demand Management Committee for review of security, safety, architecture, data, and privacy; Epic has laid out its Generative AI Roadmap.","Protected health information, personally identifiable information, other information protected by privacy laws, and any proprietary information should not be provided to generative AI tools unless they have been vetted for data privacy and other governance issues and approved by the University and UK HealthCare for the proposed use.","Transparency and explainability are important aspects of AI use in clinical care, yet it is difficult to explain how a generative AI tool arrived at its output from the given input; alignment involves accountability, autonomy, equity, integrity, morality, non-maleficence, privacy, security, transparency, and trust.",,Epic EHR (generative AI housed within);3M;Hyland OnBase (secure UKHC systems),UK ADVANCE is taking an evidence-based approach with experts from many disciplines and continues to monitor experiences among our local campus and community as well as national and global developments.,no
raw/us-med-schools/unlv-ksom--it-ai-best-practices-no-campus-policy.md,University of Nevada Las Vegas Kirk Kerkorian School of Medicine (IT),guidance,,faculty;staff;students,"Personally identifiable information, system credentials (passwords, IP addresses), and non-public records should not be provided as prompts;using generative AI tools to complete a Financial or Human Capital Management project, or entering assignment or exam answers is not advisable;third-party tools are not supported by UNLV","Enterprise tools are computer applications supported by UNLV that are designed to be scalable and integrated into university systems; check that the tool has robust security measures (encryption, secure data storage) to protect against unauthorized access and breaches; always employ human judgment when using AI outputs.",,One should acknowledge the use of generative AI (other than incidental use) and default to disclosing such assistance when in doubt.,Entering assignment or exam answers into generative AI tools is not advisable.,,,no
